Entity,Week,Day,Flights,Day 2019,Flights 2019 (Reference),% vs 2019 (Daily),Day Previous Year,Flights Previous Year
Moldova,45,9/11/21,42,12/11/19,57,-26.32%,10/11/20,3
Moldova,45,10/11/21,36,13/11/19,56,-35.71%,11/11/20,14
Moldova,45,11/11/21,52,14/11/19,47,10.64%,12/11/20,21
Moldova,45,12/11/21,63,15/11/19,69,-8.70%,13/11/20,14
Moldova,45,13/11/21,54,16/11/19,53,1.89%,14/11/20,20
Moldova,45,14/11/21,56,17/11/19,57,-1.75%,15/11/20,23
Moldova,46,15/11/21,42,18/11/19,55,-23.64%,16/11/20,15
Moldova,46,16/11/21,42,19/11/19,57,-26.32%,17/11/20,9
Moldova,46,17/11/21,33,20/11/19,54,-38.89%,18/11/20,14
Moldova,46,18/11/21,43,21/11/19,53,-18.87%,19/11/20,13
Moldova,46,19/11/21,61,22/11/19,62,-1.61%,20/11/20,23
Moldova,46,20/11/21,45,23/11/19,54,-16.67%,21/11/20,13
Moldova,46,21/11/21,52,24/11/19,58,-10.34%,22/11/20,19
Moldova,47,22/11/21,45,25/11/19,53,-15.09%,23/11/20,21
Moldova,47,23/11/21,41,26/11/19,58,-29.31%,24/11/20,4
Moldova,47,24/11/21,32,27/11/19,52,-38.46%,25/11/20,16
Moldova,47,25/11/21,39,28/11/19,50,-22.00%,26/11/20,13
Moldova,47,26/11/21,64,29/11/19,66,-3.03%,27/11/20,20
Moldova,47,27/11/21,44,30/11/19,56,-21.43%,28/11/20,15
Moldova,47,28/11/21,54,1/12/19,60,-10.00%,29/11/20,19
Moldova,48,29/11/21,36,2/12/19,50,-28.00%,30/11/20,11
Moldova,48,30/11/21,38,3/12/19,55,-30.91%,1/12/20,8
Moldova,48,1/12/21,36,4/12/19,50,-28.00%,2/12/20,14
Moldova,48,2/12/21,38,5/12/19,51,-25.49%,3/12/20,16
Moldova,48,3/12/21,59,6/12/19,64,-7.81%,4/12/20,19
Moldova,48,4/12/21,48,7/12/19,55,-12.73%,5/12/20,19
Moldova,48,5/12/21,51,8/12/19,60,-15.00%,6/12/20,27
Moldova,49,6/12/21,43,9/12/19,52,-17.31%,7/12/20,14
Moldova,49,7/12/21,42,10/12/19,60,-30.00%,8/12/20,11
Moldova,49,8/12/21,30,11/12/19,53,-43.40%,9/12/20,20
Moldova,49,9/12/21,35,12/12/19,52,-32.69%,10/12/20,16
Moldova,49,10/12/21,65,13/12/19,57,14.04%,11/12/20,24
Moldova,49,11/12/21,49,14/12/19,54,-9.26%,12/12/20,23
Moldova,49,12/12/21,51,15/12/19,58,-12.07%,13/12/20,23
Moldova,50,13/12/21,39,16/12/19,54,-27.78%,14/12/20,19
Moldova,50,14/12/21,43,17/12/19,61,-29.51%,15/12/20,15
Moldova,50,15/12/21,33,18/12/19,62,-46.77%,16/12/20,16
Moldova,50,16/12/21,54,19/12/19,68,-20.59%,17/12/20,30
Moldova,50,17/12/21,76,20/12/19,76,0.00%,18/12/20,36
Moldova,50,18/12/21,53,21/12/19,63,-15.87%,19/12/20,34
Moldova,50,19/12/21,64,22/12/19,70,-8.57%,20/12/20,34
Moldova,51,20/12/21,56,23/12/19,68,-17.65%,21/12/20,25
Moldova,51,21/12/21,45,24/12/19,66,-31.82%,22/12/20,39
Moldova,51,22/12/21,53,25/12/19,59,-10.17%,23/12/20,34
Moldova,51,23/12/21,68,26/12/19,66,3.03%,24/12/20,26
Moldova,51,24/12/21,78,27/12/19,72,8.33%,25/12/20,29
Moldova,51,25/12/21,50,28/12/19,69,-27.54%,26/12/20,23
Moldova,51,26/12/21,61,29/12/19,69,-11.59%,27/12/20,33
Moldova,52,27/12/21,62,30/12/19,66,-6.06%,28/12/20,27
Moldova,52,28/12/21,56,31/12/19,54,3.70%,29/12/20,22
Moldova,52,29/12/21,55,1/1/20,40,37.50%,30/12/20,34
Moldova,52,30/12/21,65,2/1/20,61,6.56%,31/12/20,14
Moldova,52,31/12/21,40,3/1/20,68,-41.18%,1/1/21,2
Morocco,53,1/1/21,307,4/1/19,580,-47.07%,3/1/20,632
Morocco,53,2/1/21,325,5/1/19,609,-46.63%,4/1/20,697
Morocco,53,3/1/21,315,6/1/19,564,-44.15%,5/1/20,635
Morocco,1,4/1/21,294,7/1/19,503,-41.55%,6/1/20,611
Morocco,1,5/1/21,224,8/1/19,502,-55.38%,7/1/20,566
Morocco,1,6/1/21,214,9/1/19,517,-58.61%,8/1/20,511
Morocco,1,7/1/21,224,10/1/19,532,-57.89%,9/1/20,560
Morocco,1,8/1/21,290,11/1/19,541,-46.40%,10/1/20,572
Morocco,1,9/1/21,264,12/1/19,552,-52.17%,11/1/20,602
Morocco,1,10/1/21,255,13/1/19,541,-52.87%,12/1/20,586
Morocco,2,11/1/21,234,14/1/19,469,-50.11%,13/1/20,521
Morocco,2,12/1/21,172,15/1/19,460,-62.61%,14/1/20,479
Morocco,2,13/1/21,206,16/1/19,473,-56.45%,15/1/20,466
Morocco,2,14/1/21,204,17/1/19,491,-58.45%,16/1/20,520
Morocco,2,15/1/21,288,18/1/19,528,-45.45%,17/1/20,568
Morocco,2,16/1/21,246,19/1/19,551,-55.35%,18/1/20,574
Morocco,2,17/1/21,221,20/1/19,525,-57.90%,19/1/20,543
Morocco,3,18/1/21,205,21/1/19,491,-58.25%,20/1/20,535
Morocco,3,19/1/21,148,22/1/19,452,-67.26%,21/1/20,470
Morocco,3,20/1/21,198,23/1/19,438,-54.79%,22/1/20,451
Morocco,3,21/1/21,198,24/1/19,484,-59.09%,23/1/20,497
Morocco,3,22/1/21,281,25/1/19,504,-44.25%,24/1/20,538
Morocco,3,23/1/21,252,26/1/19,535,-52.90%,25/1/20,567
Morocco,3,24/1/21,239,27/1/19,539,-55.66%,26/1/20,540
Morocco,4,25/1/21,203,28/1/19,481,-57.80%,27/1/20,500
Morocco,4,26/1/21,151,29/1/19,449,-66.37%,28/1/20,444
Morocco,4,27/1/21,195,30/1/19,485,-59.79%,29/1/20,466
Morocco,4,28/1/21,190,31/1/19,486,-60.91%,30/1/20,510
Morocco,4,29/1/21,267,1/2/19,512,-47.85%,31/1/20,549
Morocco,4,30/1/21,241,2/2/19,538,-55.20%,1/2/20,582
Morocco,4,31/1/21,226,3/2/19,523,-56.79%,2/2/20,557
Morocco,5,1/2/21,176,4/2/19,485,-63.71%,3/2/20,503
Morocco,5,2/2/21,147,5/2/19,431,-65.89%,4/2/20,433
Morocco,5,3/2/21,183,6/2/19,465,-60.65%,5/2/20,477
Morocco,5,4/2/21,159,7/2/19,484,-67.15%,6/2/20,515
Morocco,5,5/2/21,253,8/2/19,529,-52.17%,7/2/20,567
Morocco,5,6/2/21,238,9/2/19,544,-56.25%,8/2/20,605
Morocco,5,7/2/21,199,10/2/19,517,-61.51%,9/2/20,543
Morocco,6,8/2/21,157,11/2/19,480,-67.29%,10/2/20,533
Morocco,6,9/2/21,134,12/2/19,459,-70.81%,11/2/20,459
Morocco,6,10/2/21,183,13/2/19,453,-59.60%,12/2/20,468
Morocco,6,11/2/21,176,14/2/19,519,-66.09%,13/2/20,528
Morocco,6,12/2/21,259,15/2/19,542,-52.21%,14/2/20,569
Morocco,6,13/2/21,245,16/2/19,557,-56.01%,15/2/20,595
Morocco,6,14/2/21,211,17/2/19,538,-60.78%,16/2/20,554
Morocco,7,15/2/21,182,18/2/19,487,-62.63%,17/2/20,519
Morocco,7,16/2/21,135,19/2/19,461,-70.72%,18/2/20,480
Morocco,7,17/2/21,165,20/2/19,472,-65.04%,19/2/20,497
Morocco,7,18/2/21,178,21/2/19,509,-65.03%,20/2/20,547
Morocco,7,19/2/21,242,22/2/19,558,-56.63%,21/2/20,558
Morocco,7,20/2/21,236,23/2/19,561,-57.93%,22/2/20,631
Morocco,7,21/2/21,221,24/2/19,529,-58.22%,23/2/20,561
Morocco,8,22/2/21,189,25/2/19,498,-62.05%,24/2/20,534
Morocco,8,23/2/21,128,26/2/19,466,-72.53%,25/2/20,486
Morocco,8,24/2/21,163,27/2/19,486,-66.46%,26/2/20,487
Morocco,8,25/2/21,176,28/2/19,512,-65.63%,27/2/20,531
Morocco,8,26/2/21,235,1/3/19,561,-58.11%,28/2/20,566
Morocco,8,27/2/21,197,2/3/19,579,-65.98%,29/2/20,612
Morocco,8,28/2/21,215,3/3/19,547,-60.69%,1/3/20,571
Morocco,9,1/3/21,189,4/3/19,522,-63.79%,2/3/20,538
Morocco,9,2/3/21,135,5/3/19,482,-71.99%,3/3/20,482
Morocco,9,3/3/21,156,6/3/19,480,-67.50%,4/3/20,498
Morocco,9,4/3/21,144,7/3/19,492,-70.73%,5/3/20,538
Morocco,9,5/3/21,197,8/3/19,556,-64.57%,6/3/20,559
Morocco,9,6/3/21,177,9/3/19,568,-68.84%,7/3/20,592
Morocco,9,7/3/21,171,10/3/19,542,-68.45%,8/3/20,539
Morocco,10,8/3/21,147,11/3/19,505,-70.89%,9/3/20,502
Morocco,10,9/3/21,109,12/3/19,488,-77.66%,10/3/20,455
Morocco,10,10/3/21,166,13/3/19,482,-65.56%,11/3/20,461
Morocco,10,11/3/21,140,14/3/19,499,-71.94%,12/3/20,468
Morocco,10,12/3/21,218,15/3/19,557,-60.86%,13/3/20,442
Morocco,10,13/3/21,159,16/3/19,587,-72.91%,14/3/20,445
Morocco,10,14/3/21,167,17/3/19,525,-68.19%,15/3/20,387
Morocco,11,15/3/21,154,18/3/19,522,-70.50%,16/3/20,319
Morocco,11,16/3/21,121,19/3/19,469,-74.20%,17/3/20,243
Morocco,11,17/3/21,160,20/3/19,485,-67.01%,18/3/20,249
Morocco,11,18/3/21,155,21/3/19,517,-70.02%,19/3/20,263
Morocco,11,19/3/21,193,22/3/19,578,-66.61%,20/3/20,142
Morocco,11,20/3/21,157,23/3/19,572,-72.55%,21/3/20,45
Morocco,11,21/3/21,174,24/3/19,532,-67.29%,22/3/20,11
Morocco,12,22/3/21,170,25/3/19,512,-66.80%,23/3/20,25
Morocco,12,23/3/21,136,26/3/19,481,-71.73%,24/3/20,16
Morocco,12,24/3/21,175,27/3/19,490,-64.29%,25/3/20,21
Morocco,12,25/3/21,168,28/3/19,523,-67.88%,26/3/20,18
Morocco,12,26/3/21,231,29/3/19,591,-60.91%,27/3/20,23
Morocco,12,27/3/21,188,30/3/19,603,-68.82%,28/3/20,8
Morocco,12,28/3/21,192,31/3/19,536,-64.18%,29/3/20,7
Morocco,13,29/3/21,170,1/4/19,556,-69.42%,30/3/20,14
Morocco,13,30/3/21,262,2/4/19,540,-51.48%,31/3/20,11
Morocco,13,31/3/21,110,3/4/19,517,-78.72%,1/4/20,15
Morocco,13,1/4/21,125,4/4/19,588,-78.74%,2/4/20,19
Morocco,13,2/4/21,107,5/4/19,607,-82.37%,3/4/20,23
Morocco,13,3/4/21,98,6/4/19,646,-84.83%,4/4/20,5
Morocco,13,4/4/21,92,7/4/19,573,-83.94%,5/4/20,9
Morocco,14,5/4/21,99,8/4/19,562,-82.38%,6/4/20,17
Morocco,14,6/4/21,98,9/4/19,527,-81.40%,7/4/20,34
Morocco,14,7/4/21,91,10/4/19,527,-82.73%,8/4/20,20
Morocco,14,8/4/21,116,11/4/19,577,-79.90%,9/4/20,25
Morocco,14,9/4/21,110,12/4/19,593,-81.45%,10/4/20,26
Morocco,14,10/4/21,93,13/4/19,635,-85.35%,11/4/20,16
Morocco,14,11/4/21,88,14/4/19,582,-84.88%,12/4/20,4
Morocco,15,12/4/21,94,15/4/19,596,-84.23%,13/4/20,17
Morocco,15,13/4/21,87,16/4/19,564,-84.57%,14/4/20,26
Morocco,15,14/4/21,84,17/4/19,536,-84.33%,15/4/20,18
Morocco,15,15/4/21,81,18/4/19,586,-86.18%,16/4/20,18
Morocco,15,16/4/21,95,19/4/19,616,-84.58%,17/4/20,26
Morocco,15,17/4/21,96,20/4/19,625,-84.64%,18/4/20,10
Morocco,15,18/4/21,73,21/4/19,606,-87.95%,19/4/20,13
Morocco,16,19/4/21,86,22/4/19,611,-85.92%,20/4/20,25
Morocco,16,20/4/21,93,23/4/19,556,-83.27%,21/4/20,22
Morocco,16,21/4/21,66,24/4/19,546,-87.91%,22/4/20,24
Morocco,16,22/4/21,68,25/4/19,591,-88.49%,23/4/20,22
Morocco,16,23/4/21,95,26/4/19,623,-84.75%,24/4/20,30
Morocco,16,24/4/21,81,27/4/19,635,-87.24%,25/4/20,6
Morocco,16,25/4/21,75,28/4/19,595,-87.39%,26/4/20,10
Morocco,17,26/4/21,79,29/4/19,569,-86.12%,27/4/20,17
Morocco,17,27/4/21,81,30/4/19,575,-85.91%,28/4/20,26
Morocco,17,28/4/21,71,1/5/19,540,-86.85%,29/4/20,16
Morocco,17,29/4/21,90,2/5/19,630,-85.71%,30/4/20,16
Morocco,17,30/4/21,99,3/5/19,627,-84.21%,1/5/20,15
Morocco,17,1/5/21,76,4/5/19,638,-88.09%,2/5/20,15
Morocco,17,2/5/21,73,5/5/19,597,-87.77%,3/5/20,4
Morocco,18,3/5/21,88,6/5/19,526,-83.27%,4/5/20,22
Morocco,18,4/5/21,82,7/5/19,398,-79.40%,5/5/20,38
Morocco,18,5/5/21,85,8/5/19,416,-79.57%,6/5/20,29
Morocco,18,6/5/21,87,9/5/19,414,-78.99%,7/5/20,25
Morocco,18,7/5/21,92,10/5/19,502,-81.67%,8/5/20,30
Morocco,18,8/5/21,88,11/5/19,485,-81.86%,9/5/20,7
Morocco,18,9/5/21,85,12/5/19,468,-81.84%,10/5/20,10
Morocco,19,10/5/21,84,13/5/19,463,-81.86%,11/5/20,19
Morocco,19,11/5/21,85,14/5/19,352,-75.85%,12/5/20,18
Morocco,19,12/5/21,86,15/5/19,396,-78.28%,13/5/20,26
Morocco,19,13/5/21,72,16/5/19,429,-83.22%,14/5/20,18
Morocco,19,14/5/21,84,17/5/19,457,-81.62%,15/5/20,27
Morocco,19,15/5/21,77,18/5/19,473,-83.72%,16/5/20,8
Morocco,19,16/5/21,84,19/5/19,457,-81.62%,17/5/20,6
Morocco,20,17/5/21,93,20/5/19,472,-80.30%,18/5/20,27
Morocco,20,18/5/21,92,21/5/19,347,-73.49%,19/5/20,26
Morocco,20,19/5/21,94,22/5/19,389,-75.84%,20/5/20,18
Morocco,20,20/5/21,103,23/5/19,417,-75.30%,21/5/20,33
Morocco,20,21/5/21,136,24/5/19,467,-70.88%,22/5/20,37
Morocco,20,22/5/21,94,25/5/19,505,-81.39%,23/5/20,16
Morocco,20,23/5/21,100,26/5/19,448,-77.68%,24/5/20,3
Morocco,21,24/5/21,90,27/5/19,451,-80.04%,25/5/20,9
Morocco,21,25/5/21,86,28/5/19,379,-77.31%,26/5/20,28
Morocco,21,26/5/21,94,29/5/19,414,-77.29%,27/5/20,30
Morocco,21,27/5/21,89,30/5/19,454,-80.40%,28/5/20,31
Morocco,21,28/5/21,111,31/5/19,492,-77.44%,29/5/20,32
Morocco,21,29/5/21,96,1/6/19,517,-81.43%,30/5/20,32
Morocco,21,30/5/21,93,2/6/19,512,-81.84%,31/5/20,2
Morocco,22,31/5/21,92,3/6/19,528,-82.58%,1/6/20,28
Morocco,22,1/6/21,80,4/6/19,442,-81.90%,2/6/20,31
Morocco,22,2/6/21,93,5/6/19,449,-79.29%,3/6/20,42
Morocco,22,3/6/21,98,6/6/19,528,-81.44%,4/6/20,35
Morocco,22,4/6/21,112,7/6/19,590,-81.02%,5/6/20,46
Morocco,22,5/6/21,108,8/6/19,606,-82.18%,6/6/20,33
Morocco,22,6/6/21,114,9/6/19,575,-80.17%,7/6/20,8
Morocco,23,7/6/21,88,10/6/19,609,-85.55%,8/6/20,48
Morocco,23,8/6/21,90,11/6/19,538,-83.27%,9/6/20,49
Morocco,23,9/6/21,109,12/6/19,560,-80.54%,10/6/20,45
Morocco,23,10/6/21,101,13/6/19,586,-82.76%,11/6/20,42
Morocco,23,11/6/21,121,14/6/19,611,-80.20%,12/6/20,62
Morocco,23,12/6/21,115,15/6/19,642,-82.09%,13/6/20,24
Morocco,23,13/6/21,119,16/6/19,588,-79.76%,14/6/20,28
Morocco,24,14/6/21,110,17/6/19,574,-80.84%,15/6/20,61
Morocco,24,15/6/21,337,18/6/19,565,-40.35%,16/6/20,61
Morocco,24,16/6/21,345,19/6/19,550,-37.27%,17/6/20,40
Morocco,24,17/6/21,328,20/6/19,592,-44.59%,18/6/20,29
Morocco,24,18/6/21,379,21/6/19,604,-37.25%,19/6/20,40
Morocco,24,19/6/21,401,22/6/19,639,-37.25%,20/6/20,30
Morocco,24,20/6/21,371,23/6/19,573,-35.25%,21/6/20,30
Morocco,25,21/6/21,357,24/6/19,579,-38.34%,22/6/20,41
Morocco,25,22/6/21,375,25/6/19,555,-32.43%,23/6/20,56
Morocco,25,23/6/21,409,26/6/19,550,-25.64%,24/6/20,42
Morocco,25,24/6/21,354,27/6/19,609,-41.87%,25/6/20,64
Morocco,25,25/6/21,410,28/6/19,658,-37.69%,26/6/20,74
Morocco,25,26/6/21,421,29/6/19,653,-35.53%,27/6/20,30
Morocco,25,27/6/21,390,30/6/19,610,-36.07%,28/6/20,39
Morocco,26,28/6/21,397,1/7/19,643,-38.26%,29/6/20,29
Morocco,26,29/6/21,396,2/7/19,622,-36.33%,30/6/20,39
Morocco,26,30/6/21,410,3/7/19,611,-32.90%,1/7/20,49
Morocco,26,1/7/21,451,4/7/19,633,-28.75%,2/7/20,53
Morocco,26,2/7/21,498,5/7/19,635,-21.57%,3/7/20,61
Morocco,26,3/7/21,473,6/7/19,650,-27.23%,4/7/20,30
Morocco,26,4/7/21,452,7/7/19,593,-23.78%,5/7/20,37
Morocco,27,5/7/21,452,8/7/19,638,-29.15%,6/7/20,48
Morocco,27,6/7/21,476,9/7/19,608,-21.71%,7/7/20,46
Morocco,27,7/7/21,473,10/7/19,604,-21.69%,8/7/20,53
Morocco,27,8/7/21,472,11/7/19,613,-23.00%,9/7/20,44
Morocco,27,9/7/21,498,12/7/19,618,-19.42%,10/7/20,77
Morocco,27,10/7/21,508,13/7/19,669,-24.07%,11/7/20,40
Morocco,27,11/7/21,487,14/7/19,594,-18.01%,12/7/20,31
Morocco,28,12/7/21,459,15/7/19,660,-30.45%,13/7/20,45
Morocco,28,13/7/21,506,16/7/19,623,-18.78%,14/7/20,39
Morocco,28,14/7/21,494,17/7/19,600,-17.67%,15/7/20,98
Morocco,28,15/7/21,484,18/7/19,649,-25.42%,16/7/20,100
Morocco,28,16/7/21,520,19/7/19,633,-17.85%,17/7/20,125
Morocco,28,17/7/21,519,20/7/19,667,-22.19%,18/7/20,117
Morocco,28,18/7/21,504,21/7/19,604,-16.56%,19/7/20,121
Morocco,29,19/7/21,497,22/7/19,658,-24.47%,20/7/20,108
Morocco,29,20/7/21,512,23/7/19,600,-14.67%,21/7/20,117
Morocco,29,21/7/21,440,24/7/19,581,-24.27%,22/7/20,116
Morocco,29,22/7/21,461,25/7/19,641,-28.08%,23/7/20,126
Morocco,29,23/7/21,505,26/7/19,682,-25.95%,24/7/20,158
Morocco,29,24/7/21,513,27/7/19,659,-22.15%,25/7/20,148
Morocco,29,25/7/21,512,28/7/19,600,-14.67%,26/7/20,152
Morocco,30,26/7/21,510,29/7/19,652,-21.78%,27/7/20,122
Morocco,30,27/7/21,499,30/7/19,632,-21.04%,28/7/20,140
Morocco,30,28/7/21,455,31/7/19,672,-32.29%,29/7/20,140
Morocco,30,29/7/21,500,1/8/19,669,-25.26%,30/7/20,132
Morocco,30,30/7/21,533,2/8/19,688,-22.53%,31/7/20,129
Morocco,30,31/7/21,527,3/8/19,675,-21.93%,1/8/20,117
Morocco,30,1/8/21,514,4/8/19,634,-18.93%,2/8/20,135
Morocco,31,2/8/21,503,5/8/19,646,-22.14%,3/8/20,102
Morocco,31,3/8/21,506,6/8/19,613,-17.46%,4/8/20,101
Morocco,31,4/8/21,492,7/8/19,583,-15.61%,5/8/20,129
Morocco,31,5/8/21,494,8/8/19,618,-20.06%,6/8/20,128
Morocco,31,6/8/21,514,9/8/19,625,-17.76%,7/8/20,144
Morocco,31,7/8/21,522,10/8/19,668,-21.86%,8/8/20,134
Morocco,31,8/8/21,505,11/8/19,590,-14.41%,9/8/20,116
Morocco,32,9/8/21,497,12/8/19,625,-20.48%,10/8/20,105
Morocco,32,10/8/21,512,13/8/19,587,-12.78%,11/8/20,106
Morocco,32,11/8/21,506,14/8/19,621,-18.52%,12/8/20,110
Morocco,32,12/8/21,526,15/8/19,633,-16.90%,13/8/20,114
Morocco,32,13/8/21,537,16/8/19,655,-18.02%,14/8/20,124
Morocco,32,14/8/21,533,17/8/19,673,-20.80%,15/8/20,108
Morocco,32,15/8/21,513,18/8/19,613,-16.31%,16/8/20,134
Morocco,33,16/8/21,499,19/8/19,649,-23.11%,17/8/20,95
Morocco,33,17/8/21,525,20/8/19,652,-19.48%,18/8/20,118
Morocco,33,18/8/21,532,21/8/19,631,-15.69%,19/8/20,119
Morocco,33,19/8/21,532,22/8/19,666,-20.12%,20/8/20,124
Morocco,33,20/8/21,524,23/8/19,647,-19.01%,21/8/20,138
Morocco,33,21/8/21,537,24/8/19,679,-20.91%,22/8/20,121
Morocco,33,22/8/21,515,25/8/19,601,-14.31%,23/8/20,140
Morocco,34,23/8/21,507,26/8/19,648,-21.76%,24/8/20,105
Morocco,34,24/8/21,535,27/8/19,617,-13.29%,25/8/20,103
Morocco,34,25/8/21,547,28/8/19,621,-11.92%,26/8/20,127
Morocco,34,26/8/21,523,29/8/19,652,-19.79%,27/8/20,121
Morocco,34,27/8/21,548,30/8/19,659,-16.84%,28/8/20,147
Morocco,34,28/8/21,543,31/8/19,676,-19.67%,29/8/20,142
Morocco,34,29/8/21,521,1/9/19,607,-14.17%,30/8/20,182
Morocco,35,30/8/21,518,2/9/19,650,-20.31%,31/8/20,115
Morocco,35,31/8/21,532,3/9/19,616,-13.64%,1/9/20,120
Morocco,35,1/9/21,510,4/9/19,596,-14.43%,2/9/20,140
Morocco,35,2/9/21,500,5/9/19,620,-19.35%,3/9/20,140
Morocco,35,3/9/21,552,6/9/19,615,-10.24%,4/9/20,135
Morocco,35,4/9/21,530,7/9/19,644,-17.70%,5/9/20,143
Morocco,35,5/9/21,529,8/9/19,602,-12.13%,6/9/20,157
Morocco,36,6/9/21,519,9/9/19,623,-16.69%,7/9/20,97
Morocco,36,7/9/21,520,10/9/19,588,-11.56%,8/9/20,108
Morocco,36,8/9/21,486,11/9/19,545,-10.83%,9/9/20,130
Morocco,36,9/9/21,493,12/9/19,589,-16.30%,10/9/20,124
Morocco,36,10/9/21,527,13/9/19,596,-11.58%,11/9/20,152
Morocco,36,11/9/21,517,14/9/19,627,-17.54%,12/9/20,124
Morocco,36,12/9/21,501,15/9/19,556,-9.89%,13/9/20,162
Morocco,37,13/9/21,469,16/9/19,586,-19.97%,14/9/20,110
Morocco,37,14/9/21,449,17/9/19,530,-15.28%,15/9/20,113
Morocco,37,15/9/21,403,18/9/19,487,-17.25%,16/9/20,137
Morocco,37,16/9/21,452,19/9/19,576,-21.53%,17/9/20,120
Morocco,37,17/9/21,482,20/9/19,582,-17.18%,18/9/20,157
Morocco,37,18/9/21,467,21/9/19,607,-23.06%,19/9/20,119
Morocco,37,19/9/21,450,22/9/19,587,-23.34%,20/9/20,168
Morocco,38,20/9/21,439,23/9/19,574,-23.52%,21/9/20,99
Morocco,38,21/9/21,406,24/9/19,500,-18.80%,22/9/20,123
Morocco,38,22/9/21,392,25/9/19,495,-20.81%,23/9/20,125
Morocco,38,23/9/21,398,26/9/19,571,-30.30%,24/9/20,131
Morocco,38,24/9/21,451,27/9/19,593,-23.95%,25/9/20,153
Morocco,38,25/9/21,459,28/9/19,613,-25.12%,26/9/20,144
Morocco,38,26/9/21,449,29/9/19,582,-22.85%,27/9/20,162
Morocco,39,27/9/21,405,30/9/19,566,-28.45%,28/9/20,96
Morocco,39,28/9/21,413,1/10/19,521,-20.73%,29/9/20,132
Morocco,39,29/9/21,403,2/10/19,517,-22.05%,30/9/20,143
Morocco,39,30/9/21,436,3/10/19,546,-20.15%,1/10/20,138
Morocco,39,1/10/21,453,4/10/19,591,-23.35%,2/10/20,171
Morocco,39,2/10/21,415,5/10/19,581,-28.57%,3/10/20,152
Morocco,39,3/10/21,425,6/10/19,536,-20.71%,4/10/20,157
Morocco,40,4/10/21,388,7/10/19,533,-27.20%,5/10/20,103
Morocco,40,5/10/21,399,8/10/19,496,-19.56%,6/10/20,114
Morocco,40,6/10/21,354,9/10/19,514,-31.13%,7/10/20,129
Morocco,40,7/10/21,388,10/10/19,545,-28.81%,8/10/20,134
Morocco,40,8/10/21,427,11/10/19,584,-26.88%,9/10/20,159
Morocco,40,9/10/21,431,12/10/19,596,-27.68%,10/10/20,137
Morocco,40,10/10/21,427,13/10/19,572,-25.35%,11/10/20,181
Morocco,41,11/10/21,396,14/10/19,539,-26.53%,12/10/20,119
Morocco,41,12/10/21,393,15/10/19,516,-23.84%,13/10/20,112
Morocco,41,13/10/21,363,16/10/19,526,-30.99%,14/10/20,151
Morocco,41,14/10/21,405,17/10/19,540,-25.00%,15/10/20,147
Morocco,41,15/10/21,440,18/10/19,588,-25.17%,16/10/20,191
Morocco,41,16/10/21,437,19/10/19,603,-27.53%,17/10/20,191
Morocco,41,17/10/21,445,20/10/19,562,-20.82%,18/10/20,207
Morocco,42,18/10/21,403,21/10/19,564,-28.55%,19/10/20,143
Morocco,42,19/10/21,368,22/10/19,493,-25.35%,20/10/20,117
Morocco,42,20/10/21,387,23/10/19,517,-25.15%,21/10/20,179
Morocco,42,21/10/21,391,24/10/19,534,-26.78%,22/10/20,174
Morocco,42,22/10/21,453,25/10/19,583,-22.30%,23/10/20,216
Morocco,42,23/10/21,439,26/10/19,596,-26.34%,24/10/20,182
Morocco,42,24/10/21,436,27/10/19,584,-25.34%,25/10/20,236
Morocco,43,25/10/21,389,28/10/19,533,-27.02%,26/10/20,148
Morocco,43,26/10/21,403,29/10/19,529,-23.82%,27/10/20,147
Morocco,43,27/10/21,380,30/10/19,553,-31.28%,28/10/20,159
Morocco,43,28/10/21,418,31/10/19,569,-26.54%,29/10/20,171
Morocco,43,29/10/21,453,1/11/19,611,-25.86%,30/10/20,231
Morocco,43,30/10/21,443,2/11/19,645,-31.32%,31/10/20,216
Morocco,43,31/10/21,459,3/11/19,591,-22.34%,1/11/20,230
Morocco,44,1/11/21,442,4/11/19,564,-21.63%,2/11/20,162
Morocco,44,2/11/21,413,5/11/19,511,-19.18%,3/11/20,120
Morocco,44,3/11/21,370,6/11/19,509,-27.31%,4/11/20,151
Morocco,44,4/11/21,415,7/11/19,524,-20.80%,5/11/20,145
Morocco,44,5/11/21,492,8/11/19,579,-15.03%,6/11/20,201
Morocco,44,6/11/21,461,9/11/19,613,-24.80%,7/11/20,185
Morocco,44,7/11/21,477,10/11/19,559,-14.67%,8/11/20,210
Morocco,45,8/11/21,429,11/11/19,550,-22.00%,9/11/20,144
Morocco,45,9/11/21,359,12/11/19,507,-29.19%,10/11/20,106
Morocco,45,10/11/21,376,13/11/19,472,-20.34%,11/11/20,148
Morocco,45,11/11/21,394,14/11/19,513,-23.20%,12/11/20,147
Morocco,45,12/11/21,433,15/11/19,546,-20.70%,13/11/20,224
Morocco,45,13/11/21,425,16/11/19,597,-28.81%,14/11/20,187
Morocco,45,14/11/21,476,17/11/19,539,-11.69%,15/11/20,234
Morocco,46,15/11/21,420,18/11/19,520,-19.23%,16/11/20,141
Morocco,46,16/11/21,325,19/11/19,454,-28.41%,17/11/20,140
Morocco,46,17/11/21,340,20/11/19,461,-26.25%,18/11/20,143
Morocco,46,18/11/21,348,21/11/19,493,-29.41%,19/11/20,122
Morocco,46,19/11/21,405,22/11/19,524,-22.71%,20/11/20,231
